TOTPOP_CY,POPDENS_CY,POPPRM_CY,MALES_CY,FEMALES_CY,TOTHH_CY,AVGHHSZ_CY,PAGE01_CY,PAGE02_CY,PAGE03_CY,PAGE04_CY,PAGE05_CY,MAGE01_CY,MAGE02_CY,MAGE03_CY,MAGE04_CY,MAGE05_CY,FAGE01_CY,FAGE02_CY,FAGE03_CY,FAGE04_CY,FAGE05_CY,MRST01_CY,MRST02_CY,MRST03_CY,MRST04_CY,MRST_BASE,EDUC01_CY,EDUC02_CY,EDUC03_CY,EDUC04_CY,EDUC05_CY,EDUC_BASE,UNEMP_CY,PP_CY,PPPRM_CY,PPPC_CY,PPIDX_CY,Shape_Length,Shape_Area,ID,name,AREA,grid_code
10996790,123.4,1000,5822123,5174667,2308805,4.8,3777342,3143155,2245712,1232097,598484,1937083,1704479,1214707,661163,304691,1840259,1438676,1031005,570934,293793,6589436,4085890,87571,233893,10996790,431286,2315377,1506321,2822297,2389274,9464555,678200,25135785150,1000,2285.74,100,2118833.593,1.22358E+11,1,Jordan,89113.58,63505955
