Code,Station_ID,JMD_code,Station_Name,Altitude_m,Latitude,Longitude,Time,SPI
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,5/31/82,3.1
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,5/31/82,2
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,5/31/82,1.6
,CD0034,19,Qatraneh,730,31.15,36.07,5/31/82,0.9
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,5/31/82,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,5/31/82,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,5/31/82,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,6/30/82,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,6/30/82,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,6/30/82,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,6/30/82,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,6/30/82,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,6/30/82,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,6/30/82,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,6/30/82,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,6/30/82,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,6/30/82,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,6/30/82,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,6/30/82,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,6/30/82,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,6/30/82,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,6/30/82,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,6/30/82,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,6/30/82,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,6/30/82,0
,CD0034,19,Qatraneh,730,31.15,36.07,6/30/82,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,6/30/82,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,6/30/82,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,6/30/82,0
,AL0017,23,Sawileh,1050,32,35.54,6/30/82,0
,CC0001,24,Madaba,758,31.43,35.48,6/30/82,0
,AD0012,25,Ramtha,590,32.3,35.59,6/30/82,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,6/30/82,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,6/30/82,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,6/30/82,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,6/30/82,0
,AL0004,30,Jarash,585,32.279346,35.892955,6/30/82,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,7/31/82,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,7/31/82,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,7/31/82,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,7/31/82,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,7/31/82,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,7/31/82,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,7/31/82,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,7/31/82,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,7/31/82,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,7/31/82,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,7/31/82,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,7/31/82,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,7/31/82,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,7/31/82,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,7/31/82,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,7/31/82,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,7/31/82,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,7/31/82,0
,CD0034,19,Qatraneh,730,31.15,36.07,7/31/82,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,7/31/82,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,7/31/82,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,7/31/82,0
,AL0017,23,Sawileh,1050,32,35.54,7/31/82,0
,CC0001,24,Madaba,758,31.43,35.48,7/31/82,0
,AD0012,25,Ramtha,590,32.3,35.59,7/31/82,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,7/31/82,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,7/31/82,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,7/31/82,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,7/31/82,0
,AL0004,30,Jarash,585,32.279346,35.892955,7/31/82,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,8/31/82,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,8/31/82,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,8/31/82,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,8/31/82,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,8/31/82,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,8/31/82,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,8/31/82,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,8/31/82,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,8/31/82,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,8/31/82,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,8/31/82,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,8/31/82,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,8/31/82,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,8/31/82,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,8/31/82,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,8/31/82,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,8/31/82,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,8/31/82,0
,CD0034,19,Qatraneh,730,31.15,36.07,8/31/82,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,8/31/82,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,8/31/82,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,8/31/82,0
,AL0017,23,Sawileh,1050,32,35.54,8/31/82,0
,CC0001,24,Madaba,758,31.43,35.48,8/31/82,0
,AD0012,25,Ramtha,590,32.3,35.59,8/31/82,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,8/31/82,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,8/31/82,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,8/31/82,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,8/31/82,0
,AL0004,30,Jarash,585,32.279346,35.892955,8/31/82,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,9/30/82,4.8
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,9/30/82,3.4
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,9/30/82,3.2
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,9/30/82,3.2
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,9/30/82,3
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,9/30/82,2.8
,F 0003,28,Azraq South ,511,31.82568,36.818333,9/30/82,2.6
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,9/30/82,2.5
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,9/30/82,2.4
,AD0012,25,Ramtha,590,32.3,35.59,9/30/82,2.3
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,9/30/82,1.6
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,9/30/82,1.4
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,9/30/82,1.3
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,9/30/82,1.3
SYNP0029,,14,Queen AIA,722,31.43,35.59,9/30/82,1.2
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,9/30/82,1
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,9/30/82,0.7
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,9/30/82,0.4
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,9/30/82,0.2
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,9/30/82,0.1
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,9/30/82,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,9/30/82,0
,CD0034,19,Qatraneh,730,31.15,36.07,9/30/82,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,9/30/82,0
,AL0017,23,Sawileh,1050,32,35.54,9/30/82,0
,CC0001,24,Madaba,758,31.43,35.48,9/30/82,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,9/30/82,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,9/30/82,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,9/30/82,0
,AL0004,30,Jarash,585,32.279346,35.892955,9/30/82,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,10/31/82,46.6
,AM0007,27,South Shuna,-211,31.904103,35.625541,10/31/82,20.3
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,10/31/82,18.1
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,10/31/82,16.8
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,10/31/82,15
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,10/31/82,13.9
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,10/31/82,10.2
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,10/31/82,9.2
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,10/31/82,8.9
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,10/31/82,8.8
,AL0004,30,Jarash,585,32.279346,35.892955,10/31/82,8.5
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,10/31/82,8.4
,F 0003,28,Azraq South ,511,31.82568,36.818333,10/31/82,7.1
,AD0012,25,Ramtha,590,32.3,35.59,10/31/82,6.8
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,10/31/82,5.3
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,10/31/82,4.1
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,10/31/82,4
,AL0017,23,Sawileh,1050,32,35.54,10/31/82,3.9
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,10/31/82,3.7
SYNP0029,,14,Queen AIA,722,31.43,35.59,10/31/82,2.2
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,10/31/82,0.4
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,10/31/82,0.4
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,10/31/82,0.1
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,10/31/82,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,10/31/82,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,10/31/82,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,10/31/82,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,10/31/82,0
,CD0034,19,Qatraneh,730,31.15,36.07,10/31/82,0
,CC0001,24,Madaba,758,31.43,35.48,10/31/82,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,11/30/82,101.1
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,11/30/82,96.4
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,11/30/82,95.2
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,11/30/82,91.4
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,11/30/82,75.9
,AL0017,23,Sawileh,1050,32,35.54,11/30/82,74.1
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,11/30/82,69.7
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,11/30/82,68.8
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,11/30/82,62.1
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,11/30/82,61.6
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,11/30/82,61.1
,AL0004,30,Jarash,585,32.279346,35.892955,11/30/82,57.7
,CC0001,24,Madaba,758,31.43,35.48,11/30/82,48.4
,AD0012,25,Ramtha,590,32.3,35.59,11/30/82,42.9
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,11/30/82,37.8
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,11/30/82,37.5
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,11/30/82,33.7
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,11/30/82,31
SYNP0029,,14,Queen AIA,722,31.43,35.59,11/30/82,29.1
,CD0034,19,Qatraneh,730,31.15,36.07,11/30/82,22.1
,AM0007,27,South Shuna,-211,31.904103,35.625541,11/30/82,22
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,11/30/82,19.3
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,11/30/82,19
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,11/30/82,18.4
,F 0003,28,Azraq South ,511,31.82568,36.818333,11/30/82,16.1
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,11/30/82,15.7
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,11/30/82,12.4
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,11/30/82,6.8
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,11/30/82,5.9
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,11/30/82,3.5
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,12/31/82,84.6
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,12/31/82,62.8
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,12/31/82,60
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,12/31/82,55.3
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,12/31/82,47.9
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,12/31/82,44.4
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,12/31/82,39.7
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,12/31/82,33.5
,AL0004,30,Jarash,585,32.279346,35.892955,12/31/82,32.6
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,12/31/82,26.1
,AL0017,23,Sawileh,1050,32,35.54,12/31/82,25.8
,AD0012,25,Ramtha,590,32.3,35.59,12/31/82,23.2
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,12/31/82,22.9
,CC0001,24,Madaba,758,31.43,35.48,12/31/82,21.5
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,12/31/82,18.6
,AM0007,27,South Shuna,-211,31.904103,35.625541,12/31/82,15.9
,CD0034,19,Qatraneh,730,31.15,36.07,12/31/82,12.9
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,12/31/82,12
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,12/31/82,11.9
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,12/31/82,11.8
SYNP0029,,14,Queen AIA,722,31.43,35.59,12/31/82,11.4
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,12/31/82,11
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,12/31/82,9
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,12/31/82,8.7
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,12/31/82,8.4
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,12/31/82,7.3
,F 0003,28,Azraq South ,511,31.82568,36.818333,12/31/82,6.5
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,12/31/82,6.1
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,12/31/82,5.6
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,12/31/82,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1/31/83,256
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1/31/83,208.5
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1/31/83,190
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1/31/83,148.7
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1/31/83,143.8
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1/31/83,127.9
,AL0004,30,Jarash,585,32.279346,35.892955,1/31/83,120.2
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1/31/83,118.6
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1/31/83,111
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1/31/83,99.1
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1/31/83,98.5
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1/31/83,98
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1/31/83,90
SYNP0029,,14,Queen AIA,722,31.43,35.59,1/31/83,67.4
,AD0012,25,Ramtha,590,32.3,35.59,1/31/83,56.9
,AM0007,27,South Shuna,-211,31.904103,35.625541,1/31/83,56.9
,CC0001,24,Madaba,758,31.43,35.48,1/31/83,55.7
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1/31/83,50.7
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1/31/83,44.7
,CD0034,19,Qatraneh,730,31.15,36.07,1/31/83,31.8
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1/31/83,30.6
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1/31/83,23.5
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1/31/83,7.7
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1/31/83,7.6
,F 0003,28,Azraq South ,511,31.82568,36.818333,1/31/83,7.4
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1/31/83,7
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1/31/83,6.2
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1/31/83,2.1
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1/31/83,0
,AL0017,23,Sawileh,1050,32,35.54,1/31/83,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,2/28/83,261.8
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,2/28/83,219.1
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,2/28/83,212
,AL0017,23,Sawileh,1050,32,35.54,2/28/83,193.7
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,2/28/83,186.7
,CC0001,24,Madaba,758,31.43,35.48,2/28/83,148.7
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,2/28/83,137.3
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,2/28/83,129.4
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,2/28/83,113.7
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,2/28/83,111.4
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,2/28/83,105
,AD0012,25,Ramtha,590,32.3,35.59,2/28/83,104.4
,AL0004,30,Jarash,585,32.279346,35.892955,2/28/83,103.6
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,2/28/83,82.9
SYNP0029,,14,Queen AIA,722,31.43,35.59,2/28/83,74.6
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,2/28/83,72.7
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,2/28/83,62.1
,AM0007,27,South Shuna,-211,31.904103,35.625541,2/28/83,53.6
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,2/28/83,51.7
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,2/28/83,45.8
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,2/28/83,32.4
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,2/28/83,26.5
,CD0034,19,Qatraneh,730,31.15,36.07,2/28/83,20
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,2/28/83,9.3
,F 0003,28,Azraq South ,511,31.82568,36.818333,2/28/83,8.8
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,2/28/83,8.1
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,2/28/83,6.8
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,2/28/83,5.3
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,2/28/83,5
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,2/28/83,4.7
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,3/31/83,174
,AL0017,23,Sawileh,1050,32,35.54,3/31/83,157.2
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,3/31/83,135.2
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,3/31/83,127.7
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,3/31/83,116.4
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,3/31/83,110
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,3/31/83,98.5
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,3/31/83,94.1
,AL0004,30,Jarash,585,32.279346,35.892955,3/31/83,92.8
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,3/31/83,85.2
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,3/31/83,82.2
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,3/31/83,78
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,3/31/83,72.8
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,3/31/83,58.3
,CC0001,24,Madaba,758,31.43,35.48,3/31/83,55.7
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,3/31/83,51.6
,AD0012,25,Ramtha,590,32.3,35.59,3/31/83,49
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,3/31/83,40.3
SYNP0029,,14,Queen AIA,722,31.43,35.59,3/31/83,40.1
,AM0007,27,South Shuna,-211,31.904103,35.625541,3/31/83,39.3
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,3/31/83,36.4
,CD0034,19,Qatraneh,730,31.15,36.07,3/31/83,19
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,3/31/83,11.6
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,3/31/83,10.4
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,3/31/83,10.3
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,3/31/83,7.4
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,3/31/83,3.9
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,3/31/83,2.2
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,3/31/83,0.5
,F 0003,28,Azraq South ,511,31.82568,36.818333,3/31/83,0.2
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,4/30/83,27.2
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,4/30/83,23.1
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,4/30/83,20.5
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,4/30/83,20
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,4/30/83,18.1
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,4/30/83,15.9
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,4/30/83,14.7
,AD0012,25,Ramtha,590,32.3,35.59,4/30/83,11.8
,AL0017,23,Sawileh,1050,32,35.54,4/30/83,11.1
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,4/30/83,8.2
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,4/30/83,6.8
,AL0004,30,Jarash,585,32.279346,35.892955,4/30/83,5
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,4/30/83,4.3
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,4/30/83,4.1
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,4/30/83,3.1
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,4/30/83,2.2
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,4/30/83,2
SYNP0029,,14,Queen AIA,722,31.43,35.59,4/30/83,1.6
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,4/30/83,1.5
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,4/30/83,1.2
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,4/30/83,1
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,4/30/83,0.7
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,4/30/83,0.6
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,4/30/83,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,4/30/83,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,4/30/83,0
,CD0034,19,Qatraneh,730,31.15,36.07,4/30/83,0
,CC0001,24,Madaba,758,31.43,35.48,4/30/83,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,4/30/83,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,4/30/83,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,5/31/83,26
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,5/31/83,17
,AL0017,23,Sawileh,1050,32,35.54,5/31/83,11.4
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,5/31/83,7.4
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,5/31/83,6.7
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,5/31/83,6
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,5/31/83,5.8
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,5/31/83,5.4
,AM0007,27,South Shuna,-211,31.904103,35.625541,5/31/83,5.4
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,5/31/83,5
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,5/31/83,4.6
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,5/31/83,3.1
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,5/31/83,2
,F 0003,28,Azraq South ,511,31.82568,36.818333,5/31/83,2
