Code,Station_ID,JMD_code,Station_Name,Altitude_m,Latitude,Longitude,Time,SPI
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,8/31/00,0
,CD0034,19,Qatraneh,730,31.15,36.07,8/31/00,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,8/31/00,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,8/31/00,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,8/31/00,0
,AL0017,23,Sawileh,1050,32,35.54,8/31/00,0
,CC0001,24,Madaba,758,31.43,35.48,8/31/00,0
,AD0012,25,Ramtha,590,32.3,35.59,8/31/00,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,8/31/00,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,8/31/00,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,8/31/00,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,8/31/00,0
,AL0004,30,Jarash,585,32.279346,35.892955,8/31/00,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,9/30/00,3.8
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,9/30/00,0.7
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,9/30/00,0.4
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,9/30/00,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,9/30/00,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,9/30/00,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,9/30/00,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,9/30/00,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,9/30/00,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,9/30/00,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,9/30/00,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,9/30/00,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,9/30/00,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,9/30/00,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,9/30/00,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,9/30/00,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,9/30/00,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,9/30/00,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,9/30/00,0
,CD0034,19,Qatraneh,730,31.15,36.07,9/30/00,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,9/30/00,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,9/30/00,0
,AL0017,23,Sawileh,1050,32,35.54,9/30/00,0
,CC0001,24,Madaba,758,31.43,35.48,9/30/00,0
,AD0012,25,Ramtha,590,32.3,35.59,9/30/00,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,9/30/00,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,9/30/00,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,9/30/00,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,9/30/00,0
,AL0004,30,Jarash,585,32.279346,35.892955,9/30/00,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,10/31/00,48.4
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,10/31/00,42.2
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,10/31/00,33.7
,AL0004,30,Jarash,585,32.279346,35.892955,10/31/00,29
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,10/31/00,28.9
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,10/31/00,26
,AD0012,25,Ramtha,590,32.3,35.59,10/31/00,25.8
SYNP0029,,14,Queen AIA,722,31.43,35.59,10/31/00,24.3
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,10/31/00,22.2
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,10/31/00,22
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,10/31/00,21
,AL0017,23,Sawileh,1050,32,35.54,10/31/00,19.7
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,10/31/00,15.5
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,10/31/00,13
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,10/31/00,12.5
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,10/31/00,11.7
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,10/31/00,11.5
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,10/31/00,10.9
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,10/31/00,9.5
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,10/31/00,7.9
,CC0001,24,Madaba,758,31.43,35.48,10/31/00,6.8
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,10/31/00,5.2
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,10/31/00,5
,CD0034,19,Qatraneh,730,31.15,36.07,10/31/00,3.7
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,10/31/00,2.5
,F 0003,28,Azraq South ,511,31.82568,36.818333,10/31/00,1.2
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,10/31/00,1
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,10/31/00,0.6
,AM0007,27,South Shuna,-211,31.904103,35.625541,10/31/00,0.5
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,10/31/00,0
,AL0004,30,Jarash,585,32.279346,35.892955,11/30/00,15
,AL0017,23,Sawileh,1050,32,35.54,11/30/00,11
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,11/30/00,10.8
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,11/30/00,7.9
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,11/30/00,5.6
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,11/30/00,5.4
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,11/30/00,4.5
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,11/30/00,4
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,11/30/00,3
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,11/30/00,2.2
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,11/30/00,1.7
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,11/30/00,1.6
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,11/30/00,1.6
,AM0007,27,South Shuna,-211,31.904103,35.625541,11/30/00,1.4
SYNP0029,,14,Queen AIA,722,31.43,35.59,11/30/00,0.8
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,11/30/00,0.5
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,11/30/00,0.3
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,11/30/00,0.2
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,11/30/00,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,11/30/00,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,11/30/00,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,11/30/00,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,11/30/00,0
,CD0034,19,Qatraneh,730,31.15,36.07,11/30/00,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,11/30/00,0
,CC0001,24,Madaba,758,31.43,35.48,11/30/00,0
,AD0012,25,Ramtha,590,32.3,35.59,11/30/00,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,11/30/00,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,11/30/00,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,11/30/00,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,12/31/00,165.4
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,12/31/00,149.6
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,12/31/00,149.5
,AL0017,23,Sawileh,1050,32,35.54,12/31/00,130.1
,AL0004,30,Jarash,585,32.279346,35.892955,12/31/00,122.2
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,12/31/00,92.2
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,12/31/00,90.8
,CC0001,24,Madaba,758,31.43,35.48,12/31/00,87.3
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,12/31/00,87
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,12/31/00,84.2
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,12/31/00,84
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,12/31/00,77.3
,AM0007,27,South Shuna,-211,31.904103,35.625541,12/31/00,54.5
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,12/31/00,51.9
SYNP0029,,14,Queen AIA,722,31.43,35.59,12/31/00,50.2
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,12/31/00,45.5
,AD0012,25,Ramtha,590,32.3,35.59,12/31/00,38.6
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,12/31/00,35.1
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,12/31/00,34.8
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,12/31/00,34.5
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,12/31/00,31.8
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,12/31/00,22.3
,CD0034,19,Qatraneh,730,31.15,36.07,12/31/00,18.5
,F 0003,28,Azraq South ,511,31.82568,36.818333,12/31/00,12
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,12/31/00,11.5
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,12/31/00,10.2
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,12/31/00,8
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,12/31/00,5.3
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,12/31/00,1.7
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,12/31/00,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,1/31/01,85.7
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,1/31/01,83.2
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,1/31/01,82.4
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,1/31/01,78.7
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,1/31/01,74
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,1/31/01,60.9
,AL0004,30,Jarash,585,32.279346,35.892955,1/31/01,59.5
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,1/31/01,54.5
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,1/31/01,53.3
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,1/31/01,53.1
,CC0001,24,Madaba,758,31.43,35.48,1/31/01,52.3
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,1/31/01,51.3
,AL0017,23,Sawileh,1050,32,35.54,1/31/01,49.4
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,1/31/01,40.7
,AM0007,27,South Shuna,-211,31.904103,35.625541,1/31/01,39.9
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,1/31/01,39
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,1/31/01,38.9
,AD0012,25,Ramtha,590,32.3,35.59,1/31/01,25.3
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,1/31/01,23.6
SYNP0029,,14,Queen AIA,722,31.43,35.59,1/31/01,23.5
,CD0034,19,Qatraneh,730,31.15,36.07,1/31/01,21.1
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,1/31/01,19.7
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,1/31/01,14.1
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,1/31/01,13
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,1/31/01,7
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,1/31/01,7
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,1/31/01,2.3
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,1/31/01,1.7
,F 0003,28,Azraq South ,511,31.82568,36.818333,1/31/01,1.7
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,1/31/01,0.4
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,2/28/01,103.3
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,2/28/01,83.8
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,2/28/01,82
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,2/28/01,70.3
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,2/28/01,66.6
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,2/28/01,63.3
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,2/28/01,61.4
,AL0017,23,Sawileh,1050,32,35.54,2/28/01,59.2
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,2/28/01,55.4
,AL0004,30,Jarash,585,32.279346,35.892955,2/28/01,51.8
,CC0001,24,Madaba,758,31.43,35.48,2/28/01,47.7
,AD0012,25,Ramtha,590,32.3,35.59,2/28/01,37.6
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,2/28/01,37.5
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,2/28/01,37
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,2/28/01,34.8
SYNP0029,,14,Queen AIA,722,31.43,35.59,2/28/01,33.3
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,2/28/01,31.5
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,2/28/01,26.9
,CD0034,19,Qatraneh,730,31.15,36.07,2/28/01,23.1
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,2/28/01,19.7
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,2/28/01,17.5
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,2/28/01,14.8
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,2/28/01,14.4
,AM0007,27,South Shuna,-211,31.904103,35.625541,2/28/01,10.8
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,2/28/01,9
,F 0003,28,Azraq South ,511,31.82568,36.818333,2/28/01,7
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,2/28/01,6.4
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,2/28/01,5.6
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,2/28/01,4.9
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,2/28/01,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,3/31/01,22.6
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,3/31/01,17.4
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,3/31/01,16.6
,AD0012,25,Ramtha,590,32.3,35.59,3/31/01,16
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,3/31/01,13.3
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,3/31/01,12.9
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,3/31/01,12.7
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,3/31/01,12.1
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,3/31/01,9.9
,AL0017,23,Sawileh,1050,32,35.54,3/31/01,9.5
,AL0004,30,Jarash,585,32.279346,35.892955,3/31/01,9.2
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,3/31/01,8.5
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,3/31/01,8.1
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,3/31/01,8
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,3/31/01,7.2
,CC0001,24,Madaba,758,31.43,35.48,3/31/01,6.7
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,3/31/01,5.7
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,3/31/01,5.7
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,3/31/01,5.6
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,3/31/01,5.6
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,3/31/01,5
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,3/31/01,4.7
SYNP0029,,14,Queen AIA,722,31.43,35.59,3/31/01,4.6
,CD0034,19,Qatraneh,730,31.15,36.07,3/31/01,3.8
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,3/31/01,3
,F 0003,28,Azraq South ,511,31.82568,36.818333,3/31/01,2.8
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,3/31/01,2
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,3/31/01,1.5
,AM0007,27,South Shuna,-211,31.904103,35.625541,3/31/01,0.9
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,3/31/01,0.2
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,4/30/01,45.4
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,4/30/01,34.1
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,4/30/01,34
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,4/30/01,29.9
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,4/30/01,29.1
,F 0003,28,Azraq South ,511,31.82568,36.818333,4/30/01,28.6
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,4/30/01,28
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,4/30/01,25
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,4/30/01,24.9
,CD0034,19,Qatraneh,730,31.15,36.07,4/30/01,24.1
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,4/30/01,14.1
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,4/30/01,12.4
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,4/30/01,11.4
SYNP0029,,14,Queen AIA,722,31.43,35.59,4/30/01,11.3
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,4/30/01,9.9
,AL0017,23,Sawileh,1050,32,35.54,4/30/01,9.9
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,4/30/01,7.1
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,4/30/01,7
,CC0001,24,Madaba,758,31.43,35.48,4/30/01,6.2
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,4/30/01,5.9
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,4/30/01,4.7
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,4/30/01,4.5
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,4/30/01,3.9
,AD0012,25,Ramtha,590,32.3,35.59,4/30/01,3.8
,AL0004,30,Jarash,585,32.279346,35.892955,4/30/01,2.5
,AM0007,27,South Shuna,-211,31.904103,35.625541,4/30/01,2.4
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,4/30/01,2
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,4/30/01,2
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,4/30/01,1.7
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,4/30/01,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,5/31/01,52.4
,CD0034,19,Qatraneh,730,31.15,36.07,5/31/01,36.7
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,5/31/01,36.6
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,5/31/01,30.4
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,5/31/01,30
,AL0017,23,Sawileh,1050,32,35.54,5/31/01,25
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,5/31/01,24.4
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,5/31/01,23.6
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,5/31/01,22
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,5/31/01,21.5
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,5/31/01,18.7
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,5/31/01,13.9
,CC0001,24,Madaba,758,31.43,35.48,5/31/01,13.7
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,5/31/01,11.6
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,5/31/01,10.2
,AL0004,30,Jarash,585,32.279346,35.892955,5/31/01,8.5
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,5/31/01,6.6
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,5/31/01,6.5
SYNP0029,,14,Queen AIA,722,31.43,35.59,5/31/01,6.4
,AD0012,25,Ramtha,590,32.3,35.59,5/31/01,6
,AM0007,27,South Shuna,-211,31.904103,35.625541,5/31/01,5.8
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,5/31/01,4.2
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,5/31/01,3.3
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,5/31/01,2.2
,F 0003,28,Azraq South ,511,31.82568,36.818333,5/31/01,2.2
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,5/31/01,2
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,5/31/01,2
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,5/31/01,1.5
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,5/31/01,1
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,5/31/01,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,6/30/01,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,6/30/01,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,6/30/01,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,6/30/01,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,6/30/01,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,6/30/01,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,6/30/01,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,6/30/01,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,6/30/01,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,6/30/01,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,6/30/01,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,6/30/01,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,6/30/01,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,6/30/01,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,6/30/01,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,6/30/01,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,6/30/01,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,6/30/01,0
,CD0034,19,Qatraneh,730,31.15,36.07,6/30/01,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,6/30/01,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,6/30/01,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,6/30/01,0
,AL0017,23,Sawileh,1050,32,35.54,6/30/01,0
,CC0001,24,Madaba,758,31.43,35.48,6/30/01,0
,AD0012,25,Ramtha,590,32.3,35.59,6/30/01,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,6/30/01,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,6/30/01,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,6/30/01,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,6/30/01,0
,AL0004,30,Jarash,585,32.279346,35.892955,6/30/01,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,7/31/01,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,7/31/01,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,7/31/01,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,7/31/01,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,7/31/01,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,7/31/01,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,7/31/01,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,7/31/01,0
SYNP0006,ED0001,9,Aqaba,51,29.33,35.00032057,7/31/01,0
SYNP0011,AH0003,10,Ras Munief,1150,32.22,35.45,7/31/01,0
SYNP0013,AL0019,11,Amman Airport,790,31.59,35.59,7/31/01,0
SYNP0023,AD0016,12,Mafreq,686,32.22,36.15,7/31/01,0
SYNP0024,F 0002,13,Safawi_H5,674,32.12,38.08,7/31/01,0
SYNP0029,,14,Queen AIA,722,31.43,35.59,7/31/01,0
SYNP0030,G 0007,15,Maan,1069,30.1,35.47,7/31/01,0
SYNP0031,G 0008,16,Al Jafer,865,30.28106357,36.15030025,7/31/01,0
CLIM0026,AL0015,17,Zarqa,664,32.08104361,36.07,7/31/01,0
AGRO0025,AL0055,18,Wadi Dhulil,575,32.15104237,36.28030146,7/31/01,0
,CD0034,19,Qatraneh,730,31.15,36.07,7/31/01,0
SYNP0028,F 0009,20,Azraq,610,31.5,36.49,7/31/01,0
SYNP0022,H 0001,21,Rwaished_H4,683,32.3,38.12,7/31/01,0
,AH0002,22,Wadi El-Rayyan,-200,32.24,35.35,7/31/01,0
,AL0017,23,Sawileh,1050,32,35.54,7/31/01,0
,CC0001,24,Madaba,758,31.43,35.48,7/31/01,0
,AD0012,25,Ramtha,590,32.3,35.59,7/31/01,0
,AB0002,26,Dier Abi Said,330,32.500792,35.684493,7/31/01,0
,AM0007,27,South Shuna,-211,31.904103,35.625541,7/31/01,0
,F 0003,28,Azraq South ,511,31.82568,36.818333,7/31/01,0
PURP0012,AL0018,29,University of Jordan,992,32.010893,35.873065,7/31/01,0
,AL0004,30,Jarash,585,32.279346,35.892955,7/31/01,0
AGRO0001,AD0032,1,Bakoura,-170,32.67103427,35.62031876,8/31/01,0
AGRO0004,AL0010,2,Deir Alla,-224,32.22104282,35.62031634,8/31/01,0
AGRO0005,CF0006,3,Ghor Safi,-350,31.03106096,35.47030809,8/31/01,0
AGRO0008,AE0002,4,Irbed,616,32.55103034,35.85031273,8/31/01,0
AGRO0018,CD0010,5,ErRabeh,920,31.27104991,35.75030499,8/31/01,0
AGRO0020,DA0002,6,Shoubek,1365,30.52106675,35.53030633,8/31/01,0
CLIM0019,DB0001,7,Tafieleh,1200,30.5,35.38,8/31/01,0
RAIN0037,AM0001,8,Salt,796,32.03103635,35.44,8/31/01,0
